"order_id","order_date","ship_date","ship_mode","city","state","postal_code","region"
"CA-2015-165414","21/12/2015","24/12/2015","First Class","Jacksonville","North Carolina","28540","South"
"CA-2016-140417","25/09/2016","29/09/2016","Standard Class","Tigard","Oregon","97224","West"
"US-2017-151316","24/06/2017","30/06/2017","Standard Class","Decatur","Illinois","62521","Central"
"CA-2017-163692","07/09/2017","09/09/2017","First Class","Phoenix","Arizona","85023","West"
"CA-2016-111913","04/08/2016","06/08/2016","Second Class","Sacramento","California","95823","West"
"US-2014-156559","19/08/2014","26/08/2014","Standard Class","Jonesboro","Arkansas","72401","South"
"CA-2016-161473","01/04/2016","05/04/2016","Standard Class","New York City","New York","10035","East"
"CA-2017-166576","16/05/2017","18/05/2017","First Class","Akron","Ohio","44312","East"
"CA-2015-102491","24/08/2015","28/08/2015","Standard Class","Florence","Kentucky","41042","South"
"CA-2014-116904","23/09/2014","28/09/2014","Standard Class","Minneapolis","Minnesota","55407","Central"
"US-2017-102288","19/06/2017","23/06/2017","Standard Class","Houston","Texas","77095","Central"
"CA-2017-137456","21/12/2017","21/12/2017","Same Day","Fremont","Nebraska","68025","Central"
"US-2017-155999","07/08/2017","13/08/2017","Standard Class","San Diego","California","92105","West"
"US-2016-148334","22/08/2016","26/08/2016","Standard Class","Houston","Texas","77041","Central"
"CA-2015-105599","07/09/2015","07/09/2015","Same Day","New York City","New York","10011","East"
"CA-2015-153717","25/12/2015","01/01/2016","Standard Class","Detroit","Michigan","48227","Central"
"CA-2015-116687","02/05/2015","07/05/2015","Standard Class","Houston","Texas","77095","Central"
"CA-2016-163573","24/11/2016","27/11/2016","First Class","Seattle","Washington","98105","West"
"CA-2015-153416","24/11/2015","29/11/2015","Standard Class","Los Angeles","California","90036","West"
"CA-2017-117394","04/09/2017","10/09/2017","Standard Class","Philadelphia","Pennsylvania","19120","East"
"CA-2017-133823","11/05/2017","12/05/2017","Same Day","Seattle","Washington","98103","West"
"CA-2014-127523","11/05/2014","18/05/2014","Standard Class","Watertown","New York","13601","East"
"CA-2017-123239","27/07/2017","31/07/2017","Second Class","Jacksonville","Florida","32216","South"
"CA-2017-156769","06/05/2017","09/05/2017","First Class","Arlington","Virginia","22204","South"
"CA-2014-127299","19/09/2014","24/09/2014","Standard Class","Charlotte","North Carolina","28205","South"
"CA-2015-121272","29/03/2015","04/04/2015","Standard Class","Seattle","Washington","98103","West"
"CA-2014-115336","18/11/2014","25/11/2014","Standard Class","Chicago","Illinois","60623","Central"
"CA-2015-111703","02/07/2015","09/07/2015","Standard Class","Hollywood","Florida","33021","South"
"CA-2014-128839","08/09/2014","13/09/2014","Standard Class","Chesapeake","Virginia","23320","South"
"CA-2017-105914","02/10/2017","08/10/2017","Standard Class","Los Angeles","California","90036","West"
"CA-2017-110926","19/11/2017","23/11/2017","Standard Class","Alexandria","Virginia","22304","South"
"CA-2016-117226","30/12/2016","01/01/2017","First Class","Deer Park","Texas","77536","Central"
"CA-2017-127313","01/12/2017","04/12/2017","First Class","Philadelphia","Pennsylvania","19120","East"
"CA-2016-136287","13/06/2016","17/06/2016","Standard Class","Wichita","Kansas","67212","Central"
"US-2014-107699","19/05/2014","23/05/2014","Standard Class","Midland","Michigan","48640","Central"
"CA-2017-112725","30/01/2017","06/02/2017","Standard Class","San Francisco","California","94110","West"
"CA-2015-136196","28/11/2015","04/12/2015","Standard Class","Freeport","New York","11520","East"
"CA-2017-106068","23/10/2017","28/10/2017","Standard Class","Austin","Texas","78745","Central"
"CA-2017-100160","07/09/2017","11/09/2017","Standard Class","Philadelphia","Pennsylvania","19134","East"
"CA-2016-139689","29/12/2016","03/01/2017","Standard Class","Bristol","Tennessee","37620","South"
"CA-2015-101091","05/12/2015","09/12/2015","Second Class","Philadelphia","Pennsylvania","19140","East"
"CA-2014-126907","01/11/2014","08/11/2014","Standard Class","Chicago","Illinois","60610","Central"
"US-2016-164588","16/04/2016","23/04/2016","Standard Class","Columbus","Georgia","31907","South"
"CA-2017-115546","14/05/2017","18/05/2017","Standard Class","New York City","New York","10035","East"
"CA-2015-163587","14/03/2015","18/03/2015","Standard Class","Dover","New Hampshire","3820","East"
"US-2017-106131","14/01/2017","16/01/2017","First Class","Aurora","Colorado","80013","West"
"CA-2015-160213","08/03/2015","13/03/2015","Standard Class","Long Beach","New York","11561","East"
"CA-2014-157924","11/10/2014","13/10/2014","First Class","Pasadena","California","91104","West"
"CA-2015-100216","13/04/2015","14/04/2015","First Class","Mesa","Arizona","85204","West"
"CA-2017-100601","16/11/2017","20/11/2017","Standard Class","Fresno","California","93727","West"
"CA-2016-152163","01/07/2016","01/07/2016","Same Day","Columbia","South Carolina","29203","South"
"CA-2015-154340","29/11/2015","30/11/2015","First Class","Santa Ana","California","92704","West"
"CA-2014-128846","07/04/2014","12/04/2014","Standard Class","Columbia","South Carolina","29203","South"
"CA-2016-148593","16/06/2016","18/06/2016","Second Class","Los Angeles","California","90045","West"
"US-2017-119039","06/03/2017","10/03/2017","Standard Class","San Francisco","California","94109","West"
"CA-2017-128426","07/10/2017","11/10/2017","Standard Class","Houston","Texas","77036","Central"
"US-2017-136868","06/10/2017","12/10/2017","Standard Class","New York City","New York","10035","East"
"CA-2016-143749","05/12/2016","07/12/2016","First Class","Franklin","Massachusetts","2038","East"
"CA-2016-111493","21/10/2016","22/10/2016","First Class","Baltimore","Maryland","21215","East"
"CA-2017-112536","18/05/2017","23/05/2017","Standard Class","Mcallen","Texas","78501","Central"
"CA-2016-157714","26/09/2016","01/10/2016","Second Class","Iowa City","Iowa","52240","Central"
"CA-2017-166709","17/11/2017","22/11/2017","Standard Class","Newark","Delaware","19711","East"
"CA-2015-129392","08/07/2015","08/07/2015","Same Day","Houston","Texas","77070","Central"
"CA-2015-150875","16/11/2015","20/11/2015","Standard Class","Boise","Idaho","83704","West"
"CA-2015-154200","18/06/2015","22/06/2015","Standard Class","San Diego","California","92105","West"
"CA-2016-124233","08/04/2016","14/04/2016","Standard Class","Los Angeles","California","90032","West"
"US-2015-134271","18/04/2015","23/04/2015","Second Class","New York City","New York","10024","East"
"US-2016-161683","03/12/2016","08/12/2016","Standard Class","Philadelphia","Pennsylvania","19134","East"
"CA-2015-143105","10/12/2015","10/12/2015","Same Day","New York City","New York","10024","East"
"CA-2014-145387","31/10/2014","02/11/2014","Second Class","Cranston","Rhode Island","2920","East"
"CA-2017-109715","09/12/2017","14/12/2017","Standard Class","Chicago","Illinois","60623","Central"
"CA-2014-166457","05/05/2014","09/05/2014","Second Class","Richmond","Kentucky","40475","South"
"CA-2016-164637","04/03/2016","08/03/2016","Standard Class","Mishawaka","Indiana","46544","Central"
"CA-2014-103590","30/11/2014","04/12/2014","Standard Class","Mount Vernon","New York","10550","East"
"CA-2015-111234","18/02/2015","22/02/2015","Standard Class","Los Angeles","California","90004","West"
"CA-2017-149881","01/04/2017","03/04/2017","First Class","San Francisco","California","94110","West"
"CA-2017-134565","11/06/2017","13/06/2017","Second Class","Seattle","Washington","98103","West"
"CA-2016-108644","30/09/2016","03/10/2016","First Class","Quincy","Illinois","62301","Central"
"US-2014-102631","13/12/2014","17/12/2014","Standard Class","Chicago","Illinois","60623","Central"
"CA-2017-120327","11/11/2017","16/11/2017","Standard Class","Urbandale","Iowa","50322","Central"
"CA-2015-154970","05/01/2015","10/01/2015","Standard Class","Seattle","Washington","98103","West"
"CA-2016-113803","24/03/2016","26/03/2016","First Class","Richmond","Indiana","47374","Central"
"CA-2017-100223","05/07/2017","10/07/2017","Standard Class","Dallas","Texas","75220","Central"
"CA-2014-168823","21/09/2014","24/09/2014","First Class","Philadelphia","Pennsylvania","19143","East"
"CA-2016-162404","23/07/2016","27/07/2016","Standard Class","Rockford","Illinois","61107","Central"
"CA-2017-104024","29/08/2017","03/09/2017","Second Class","Philadelphia","Pennsylvania","19134","East"
"CA-2017-147144","26/03/2017","28/03/2017","First Class","Seattle","Washington","98105","West"
"CA-2017-158673","29/12/2017","04/01/2018","Standard Class","Grand Rapids","Michigan","49505","Central"
"CA-2014-133704","20/09/2014","26/09/2014","Standard Class","Los Angeles","California","90004","West"
"CA-2016-159142","04/04/2016","05/04/2016","First Class","Springfield","Virginia","22153","South"
"CA-2014-138436","26/03/2014","30/03/2014","Standard Class","Los Angeles","California","90036","West"
"CA-2017-117702","28/11/2017","04/12/2017","Standard Class","Baltimore","Maryland","21215","East"
"CA-2016-157336","01/12/2016","05/12/2016","Second Class","Fairfield","Connecticut","6824","East"
"CA-2014-168130","19/09/2014","19/09/2014","Same Day","New York City","New York","10011","East"
"CA-2015-155068","23/10/2015","23/10/2015","Same Day","Lakeland","Florida","33801","South"
"CA-2017-163160","13/10/2017","16/10/2017","First Class","Freeport","Illinois","61032","Central"
"CA-2015-101924","04/09/2015","09/09/2015","Standard Class","Medford","Oregon","97504","West"
"CA-2016-124793","14/03/2016","16/03/2016","First Class","Seattle","Washington","98103","West"
"CA-2017-118367","28/10/2017","02/11/2017","Second Class","New York City","New York","10035","East"
"CA-2017-164819","15/10/2017","19/10/2017","Second Class","Fairfield","Connecticut","6824","East"
"CA-2017-158344","07/08/2017","11/08/2017","Standard Class","Moorhead","Minnesota","56560","Central"
"CA-2017-123351","21/09/2017","25/09/2017","Standard Class","Columbus","Georgia","31907","South"
"CA-2017-110429","03/11/2017","08/11/2017","Standard Class","Philadelphia","Pennsylvania","19143","East"
"US-2016-131611","05/11/2016","09/11/2016","Standard Class","Houston","Texas","77036","Central"
"US-2017-124821","25/06/2017","29/06/2017","Second Class","Seattle","Washington","98115","West"
"CA-2015-166975","26/11/2015","30/11/2015","Standard Class","Jackson","Tennessee","38301","South"
"CA-2016-123806","24/11/2016","27/11/2016","Second Class","Baltimore","Maryland","21215","East"
"US-2017-158505","21/07/2017","21/07/2017","Same Day","Murray","Utah","84107","West"
"CA-2015-142692","23/10/2015","28/10/2015","Standard Class","Seattle","Washington","98105","West"
"CA-2015-123456","09/07/2015","13/07/2015","Standard Class","Dallas","Texas","75220","Central"
"CA-2017-151358","18/08/2017","22/08/2017","Standard Class","Seattle","Washington","98105","West"
"US-2016-107440","16/04/2016","20/04/2016","Standard Class","Lakewood","New Jersey","8701","East"
"CA-2014-166989","14/11/2014","18/11/2014","Standard Class","New York City","New York","10011","East"
"CA-2014-103100","20/12/2014","23/12/2014","First Class","Indianapolis","Indiana","46203","Central"
"CA-2015-105690","21/11/2015","26/11/2015","Second Class","Port Arthur","Texas","77642","Central"
"CA-2017-127516","28/12/2017","03/01/2018","Standard Class","Nashville","Tennessee","37211","South"
"US-2015-117184","17/05/2015","21/05/2015","Standard Class","Houston","Texas","77095","Central"
"CA-2017-102407","09/12/2017","13/12/2017","Second Class","Los Angeles","California","90004","West"
"CA-2017-130967","10/03/2017","16/03/2017","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2017-101581","22/10/2017","27/10/2017","Standard Class","Redmond","Oregon","97756","West"
"CA-2017-169124","03/07/2017","10/07/2017","Standard Class","Citrus Heights","California","95610","West"
"CA-2017-117261","04/09/2017","10/09/2017","Standard Class","Los Angeles","California","90032","West"
"CA-2017-129021","23/08/2017","26/08/2017","Second Class","Tallahassee","Florida","32303","South"
"CA-2014-123253","22/08/2014","25/08/2014","Second Class","Lakewood","Ohio","44107","East"
"CA-2016-121601","04/10/2016","04/10/2016","Same Day","The Colony","Texas","75056","Central"
"CA-2014-162278","26/10/2014","30/10/2014","Second Class","Seattle","Washington","98105","West"
"CA-2016-161095","28/06/2016","28/06/2016","Same Day","Los Angeles","California","90032","West"
"CA-2014-125829","04/11/2014","11/11/2014","Standard Class","Los Angeles","California","90045","West"
"CA-2014-123127","08/09/2014","12/09/2014","Standard Class","Long Beach","New York","11561","East"
"CA-2015-115945","25/06/2015","01/07/2015","Standard Class","Los Angeles","California","90045","West"
"CA-2015-136735","26/07/2015","02/08/2015","Standard Class","San Francisco","California","94110","West"
"US-2017-136189","07/12/2017","11/12/2017","Standard Class","Richmond","Virginia","23223","South"
"CA-2014-152345","29/12/2014","03/01/2015","Second Class","Albuquerque","New Mexico","87105","West"
"US-2015-147662","14/02/2015","19/02/2015","Standard Class","Akron","Ohio","44312","East"
"CA-2016-153346","25/01/2016","27/01/2016","First Class","Plainfield","New Jersey","7060","East"
"CA-2017-118360","01/04/2017","07/04/2017","Standard Class","New York City","New York","10011","East"
"CA-2017-149853","03/10/2017","09/10/2017","Standard Class","Hialeah","Florida","33012","South"
"CA-2017-107909","01/09/2017","06/09/2017","Standard Class","Redmond","Washington","98052","West"
"CA-2015-112375","21/12/2015","27/12/2015","Standard Class","Daytona Beach","Florida","32114","South"
"CA-2015-154795","20/12/2015","24/12/2015","Standard Class","Bullhead City","Arizona","86442","West"
"CA-2015-125234","27/11/2015","01/12/2015","Standard Class","Los Angeles","California","90049","West"
"CA-2017-133501","27/08/2017","01/09/2017","Standard Class","Franklin","Tennessee","37064","South"
"US-2014-129609","22/03/2014","22/03/2014","Same Day","Portage","Indiana","46368","Central"
"CA-2017-130309","17/12/2017","21/12/2017","Standard Class","Arlington","Virginia","22204","South"
"CA-2017-105410","19/03/2017","22/03/2017","First Class","San Francisco","California","94110","West"
"CA-2016-120355","18/09/2016","25/09/2016","Standard Class","New Rochelle","New York","10801","East"
"CA-2017-169894","24/11/2017","29/11/2017","Second Class","Mesa","Arizona","85204","West"
"US-2017-100482","11/04/2017","15/04/2017","Standard Class","Lancaster","Ohio","43130","East"
"CA-2017-107748","10/12/2017","12/12/2017","Second Class","Stockton","California","95207","West"
"CA-2017-153654","24/11/2017","26/11/2017","Second Class","Asheville","North Carolina","28806","South"
"CA-2015-155600","04/12/2015","07/12/2015","Second Class","Clarksville","Tennessee","37042","South"
"CA-2017-162565","11/12/2017","11/12/2017","Same Day","Aurora","Illinois","60505","Central"
"CA-2016-127642","21/05/2016","23/05/2016","First Class","Warwick","Rhode Island","2886","East"
"US-2017-163195","17/02/2017","21/02/2017","Second Class","Lafayette","Louisiana","70506","South"
"CA-2017-111332","20/05/2017","22/05/2017","Second Class","Fargo","North Dakota","58103","Central"
"CA-2017-117044","11/09/2017","13/09/2017","Second Class","Chicago","Illinois","60623","Central"
"US-2016-165078","05/11/2016","10/11/2016","Standard Class","Lawrence","Indiana","46226","Central"
"US-2017-169320","23/07/2017","25/07/2017","Second Class","Elkhart","Indiana","46514","Central"
"CA-2016-158575","18/11/2016","24/11/2016","Standard Class","Kent","Ohio","44240","East"
"CA-2014-166954","25/04/2014","30/04/2014","Standard Class","San Gabriel","California","91776","West"
"CA-2015-140830","30/11/2015","02/12/2015","Second Class","Henderson","Kentucky","42420","South"
"CA-2015-152891","25/10/2015","30/10/2015","Standard Class","San Francisco","California","94110","West"
"US-2015-122784","20/07/2015","27/07/2015","Standard Class","Highland Park","Illinois","60035","Central"
"CA-2016-156811","27/10/2016","02/11/2016","Standard Class","San Francisco","California","94122","West"
"CA-2017-111556","20/11/2017","22/11/2017","First Class","New York City","New York","10035","East"
"CA-2016-108868","08/09/2016","12/09/2016","Standard Class","Dallas","Texas","75081","Central"
"CA-2014-142965","20/07/2014","20/07/2014","Same Day","Springfield","Ohio","45503","East"
"CA-2016-148740","15/11/2016","19/11/2016","Standard Class","San Diego","California","92024","West"
"US-2014-138758","07/07/2014","11/07/2014","Standard Class","Philadelphia","Pennsylvania","19120","East"
"CA-2016-131737","17/03/2016","17/03/2016","Same Day","Columbia","Maryland","21044","East"
"CA-2016-114538","26/12/2016","27/12/2016","First Class","Colorado Springs","Colorado","80906","West"
"CA-2014-127936","02/09/2014","04/09/2014","First Class","New York City","New York","10009","East"
"CA-2015-164336","05/07/2015","10/07/2015","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2016-100041","20/11/2016","25/11/2016","Standard Class","Columbus","Indiana","47201","Central"
"US-2014-154879","06/05/2014","11/05/2014","Standard Class","Los Angeles","California","90004","West"
"CA-2014-130624","21/06/2014","24/06/2014","First Class","New York City","New York","10024","East"
"CA-2017-132339","19/08/2017","23/08/2017","Standard Class","Lawrence","Massachusetts","1841","East"
"CA-2014-153983","29/11/2014","06/12/2014","Standard Class","San Francisco","California","94122","West"
"CA-2017-112900","09/04/2017","12/04/2017","Second Class","Detroit","Michigan","48205","Central"
"CA-2014-160157","20/12/2014","27/12/2014","Standard Class","Hamilton","Ohio","45011","East"
"CA-2014-139633","17/12/2014","24/12/2014","Standard Class","Columbus","Ohio","43229","East"
"CA-2015-163090","17/11/2015","21/11/2015","Second Class","Chicago","Illinois","60610","Central"
"CA-2014-117016","04/03/2014","09/03/2014","Standard Class","Margate","Florida","33063","South"
"CA-2017-159464","18/05/2017","19/05/2017","First Class","Sandy Springs","Georgia","30328","South"
"US-2017-103226","22/09/2017","28/09/2017","Standard Class","Albuquerque","New Mexico","87105","West"
"CA-2017-119452","21/03/2017","27/03/2017","Standard Class","Tulsa","Oklahoma","74133","Central"
"CA-2017-147725","14/09/2017","14/09/2017","Same Day","Orange","New Jersey","7050","East"
"CA-2016-168893","03/11/2016","08/11/2016","Second Class","Henderson","Kentucky","42420","South"
"CA-2016-163398","03/05/2016","08/05/2016","Standard Class","Chicago","Illinois","60653","Central"
"CA-2016-162726","27/12/2016","02/01/2017","Standard Class","Port Arthur","Texas","77642","Central"
"US-2016-111290","22/07/2016","26/07/2016","Standard Class","Westland","Michigan","48185","Central"
"US-2014-147704","16/11/2014","21/11/2014","Standard Class","Bloomington","Indiana","47401","Central"
"CA-2015-121965","19/06/2015","23/06/2015","Standard Class","Los Angeles","California","90032","West"
"CA-2016-147137","04/07/2016","06/07/2016","First Class","San Francisco","California","94109","West"
"US-2015-146745","03/09/2015","08/09/2015","Standard Class","San Francisco","California","94110","West"
"CA-2017-115175","07/08/2017","12/08/2017","Standard Class","San Jose","California","95123","West"
"CA-2017-105851","13/03/2017","20/03/2017","Standard Class","Denver","Colorado","80219","West"
"US-2017-125717","28/09/2017","01/10/2017","First Class","Aurora","Colorado","80013","West"
"CA-2015-163895","07/08/2015","11/08/2015","Standard Class","Boise","Idaho","83704","West"
"CA-2017-168641","24/11/2017","01/12/2017","Standard Class","New York City","New York","10035","East"
"CA-2017-156895","08/05/2017","12/05/2017","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2017-121300","29/09/2017","29/09/2017","Same Day","Mentor","Ohio","44060","East"
"CA-2017-130211","22/10/2017","22/10/2017","Same Day","Lawton","Oklahoma","73505","Central"
"CA-2014-147235","24/03/2014","28/03/2014","Standard Class","New York City","New York","10024","East"
"CA-2016-109365","03/11/2016","08/11/2016","Standard Class","Los Angeles","California","90049","West"
"CA-2015-162621","05/09/2015","11/09/2015","Standard Class","Houston","Texas","77036","Central"
"CA-2017-105921","14/08/2017","21/08/2017","Standard Class","Los Angeles","California","90032","West"
"CA-2014-150798","01/12/2014","03/12/2014","Second Class","Columbus","Ohio","43229","East"
"CA-2017-112753","18/06/2017","23/06/2017","Standard Class","Los Angeles","California","90032","West"
"CA-2017-155075","02/12/2017","09/12/2017","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2014-103401","21/11/2014","26/11/2014","Standard Class","San Francisco","California","94110","West"
"CA-2016-124814","10/04/2016","16/04/2016","Standard Class","Bakersfield","California","93309","West"
"CA-2014-116757","30/06/2014","04/07/2014","Standard Class","Houston","Texas","77095","Central"
"US-2014-138247","24/12/2014","29/12/2014","Standard Class","Los Angeles","California","90045","West"
"CA-2017-167003","23/05/2017","29/05/2017","Standard Class","Los Angeles","California","90036","West"
"CA-2016-119935","10/11/2016","14/11/2016","Standard Class","Springfield","Missouri","65807","Central"
"CA-2016-118969","02/10/2016","03/10/2016","First Class","Phoenix","Arizona","85023","West"
"CA-2016-145240","06/09/2016","08/09/2016","First Class","Houston","Texas","77070","Central"
"CA-2016-120873","27/10/2016","01/11/2016","Second Class","Hampton","Virginia","23666","South"
"US-2017-111920","22/10/2017","26/10/2017","Standard Class","Tulsa","Oklahoma","74133","Central"
"US-2016-128678","15/09/2016","20/09/2016","Standard Class","Seattle","Washington","98105","West"
"CA-2016-101385","25/09/2016","01/10/2016","Standard Class","San Francisco","California","94109","West"
"CA-2017-107167","10/06/2017","14/06/2017","Standard Class","Jacksonville","Florida","32216","South"
"CA-2014-109491","20/02/2014","26/02/2014","Standard Class","Richmond","Indiana","47374","Central"
"CA-2017-105445","20/02/2017","25/02/2017","Second Class","Louisville","Colorado","80027","West"
"CA-2014-107454","02/11/2014","06/11/2014","Standard Class","New York City","New York","10024","East"
"US-2017-105046","17/07/2017","23/07/2017","Standard Class","Rome","New York","13440","East"
"CA-2017-152856","08/09/2017","10/09/2017","Second Class","Marion","Ohio","43302","East"
"CA-2016-134691","14/11/2016","18/11/2016","Standard Class","Houston","Texas","77041","Central"
"CA-2016-118759","14/11/2016","17/11/2016","First Class","New York City","New York","10009","East"
"CA-2014-140403","10/10/2014","10/10/2014","Same Day","Manteca","California","95336","West"
"CA-2015-163104","19/03/2015","26/03/2015","Standard Class","Los Angeles","California","90004","West"
"CA-2017-138464","08/07/2017","12/07/2017","Standard Class","Seattle","Washington","98115","West"
"CA-2015-104129","27/02/2015","02/03/2015","Standard Class","Providence","Rhode Island","2908","East"
"US-2017-132206","16/06/2017","21/06/2017","Standard Class","Chicago","Illinois","60653","Central"
"CA-2017-113474","30/03/2017","31/03/2017","First Class","Oklahoma City","Oklahoma","73120","Central"
"CA-2015-126557","12/07/2015","17/07/2015","Second Class","Chicago","Illinois","60610","Central"
"US-2017-107636","30/04/2017","02/05/2017","First Class","Manchester","Connecticut","6040","East"
"US-2014-165862","13/07/2014","17/07/2014","Standard Class","Los Angeles","California","90049","West"
"US-2014-106334","27/12/2014","02/01/2015","Standard Class","San Francisco","California","94122","West"
"CA-2016-101448","27/02/2016","01/03/2016","Second Class","La Crosse","Wisconsin","54601","Central"
"CA-2015-130218","23/03/2015","26/03/2015","First Class","Florence","South Carolina","29501","South"
"US-2017-117331","21/10/2017","28/10/2017","Standard Class","Glendale","Arizona","85301","West"
"CA-2014-127383","31/12/2014","05/01/2015","Standard Class","El Paso","Texas","79907","Central"
"CA-2014-110219","05/05/2014","08/05/2014","First Class","San Antonio","Texas","78207","Central"
"CA-2015-118871","04/12/2015","09/12/2015","Second Class","Los Angeles","California","90049","West"
"CA-2017-129490","26/09/2017","30/09/2017","Standard Class","Miramar","Florida","33023","South"
"CA-2014-101175","09/12/2014","14/12/2014","Standard Class","Mesa","Arizona","85204","West"
"US-2017-149510","03/12/2017","10/12/2017","Standard Class","Fayetteville","North Carolina","28314","South"
"CA-2015-111990","08/11/2015","13/11/2015","Standard Class","Houston","Texas","77095","Central"
"CA-2014-169460","19/04/2014","21/04/2014","Second Class","San Jose","California","95123","West"
"US-2015-152128","25/05/2015","27/05/2015","Second Class","Wichita","Kansas","67212","Central"
"CA-2017-126662","17/07/2017","21/07/2017","Standard Class","Los Angeles","California","90036","West"
"CA-2016-139395","12/12/2016","18/12/2016","Standard Class","Jackson","Michigan","49201","Central"
"US-2014-121734","11/04/2014","16/04/2014","Standard Class","Lewiston","Idaho","83501","West"
"CA-2015-110947","09/06/2015","15/06/2015","Standard Class","Hampton","Virginia","23666","South"
"US-2014-150126","27/07/2014","02/08/2014","Standard Class","New York City","New York","10035","East"
"CA-2015-164427","31/07/2015","06/08/2015","Standard Class","Hattiesburg","Mississippi","39401","South"
"CA-2016-120250","19/09/2016","22/09/2016","First Class","Philadelphia","Pennsylvania","19140","East"
"CA-2016-121993","10/06/2016","12/06/2016","First Class","Philadelphia","Pennsylvania","19140","East"
"US-2016-100405","26/08/2016","28/08/2016","Second Class","Los Angeles","California","90045","West"
"US-2017-163790","02/11/2017","04/11/2017","Second Class","Danville","California","94526","West"
"CA-2016-129868","26/12/2016","31/12/2016","Standard Class","Los Angeles","California","90004","West"
"CA-2016-140564","05/12/2016","10/12/2016","Second Class","Washington","District of Columbia","20016","East"
"US-2017-169502","28/08/2017","01/09/2017","Standard Class","Milwaukee","Wisconsin","53209","Central"
"CA-2015-146948","16/07/2015","20/07/2015","Standard Class","Baltimore","Maryland","21215","East"
"US-2015-113327","26/05/2015","29/05/2015","Second Class","Jacksonville","North Carolina","28540","South"
"CA-2015-135020","28/05/2015","02/06/2015","Standard Class","Rochester","New York","14609","East"
"US-2017-141852","09/11/2017","14/11/2017","Standard Class","Oceanside","California","92054","West"
"CA-2016-109407","24/01/2016","26/01/2016","Second Class","Gulfport","Mississippi","39503","South"
"US-2017-165953","31/12/2016","06/01/2017","Standard Class","Jacksonville","Florida","32216","South"
"CA-2016-144540","05/09/2016","10/09/2016","Standard Class","Houston","Texas","77070","Central"
"CA-2015-159863","04/09/2015","07/09/2015","Second Class","Houston","Texas","77095","Central"
"CA-2015-117800","21/09/2015","26/09/2015","Standard Class","Everett","Massachusetts","2149","East"
"CA-2017-145219","24/12/2017","25/12/2017","First Class","Los Angeles","California","90049","West"
"CA-2015-161214","05/10/2015","08/10/2015","Second Class","Wilmington","Delaware","19805","East"
"CA-2017-147228","09/09/2017","14/09/2017","Standard Class","Columbia","Tennessee","38401","South"
"CA-2016-101336","13/11/2016","18/11/2016","Standard Class","New York City","New York","10011","East"
"US-2015-126235","15/10/2015","15/10/2015","Same Day","Mount Pleasant","Michigan","48858","Central"
"CA-2017-168396","03/08/2017","08/08/2017","Second Class","San Francisco","California","94122","West"
"CA-2015-130456","21/08/2015","26/08/2015","Standard Class","San Francisco","California","94122","West"
"CA-2017-116288","12/03/2017","17/03/2017","Standard Class","San Francisco","California","94122","West"
"CA-2017-168228","27/04/2017","29/04/2017","First Class","Los Angeles","California","90045","West"
"CA-2016-102162","11/09/2016","16/09/2016","Standard Class","Newport News","Virginia","23602","South"
"CA-2017-130141","22/10/2017","24/10/2017","Second Class","Fort Collins","Colorado","80525","West"
"CA-2015-147501","02/08/2015","06/08/2015","Standard Class","Seattle","Washington","98105","West"
"CA-2016-143910","12/08/2016","16/08/2016","Standard Class","New York City","New York","10011","East"
"CA-2014-146885","30/05/2014","05/06/2014","Standard Class","Richmond","Virginia","23223","South"
"CA-2016-139556","26/04/2016","01/05/2016","Standard Class","New York City","New York","10009","East"
"CA-2017-129357","14/05/2017","19/05/2017","Standard Class","Seattle","Washington","98103","West"
"CA-2017-150987","08/04/2017","12/04/2017","Standard Class","San Francisco","California","94110","West"
"CA-2017-132647","17/02/2017","23/02/2017","Standard Class","Perth Amboy","New Jersey","8861","East"
"CA-2017-159107","24/06/2017","26/06/2017","Second Class","San Francisco","California","94110","West"
"CA-2014-160738","05/05/2014","10/05/2014","Standard Class","Freeport","Illinois","61032","Central"
"CA-2015-112130","03/05/2015","07/05/2015","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2016-111409","18/09/2016","22/09/2016","Standard Class","Jacksonville","Florida","32216","South"
"CA-2016-116232","22/09/2016","26/09/2016","Standard Class","Pembroke Pines","Florida","33024","South"
"CA-2016-116547","10/01/2016","17/01/2016","Standard Class","Seattle","Washington","98115","West"
"US-2017-133200","06/05/2017","11/05/2017","Standard Class","Fort Worth","Texas","76106","Central"
"CA-2016-133550","31/07/2016","06/08/2016","Standard Class","Detroit","Michigan","48205","Central"
"CA-2017-139416","27/03/2017","29/03/2017","Second Class","Philadelphia","Pennsylvania","19120","East"
"CA-2014-114510","14/03/2014","19/03/2014","Standard Class","Logan","Utah","84321","West"
"CA-2016-169215","14/07/2016","18/07/2016","Second Class","Auburn","New York","13021","East"
"CA-2016-127698","01/12/2016","01/12/2016","Same Day","Raleigh","North Carolina","27604","South"
"CA-2016-159912","29/08/2016","03/09/2016","Standard Class","Philadelphia","Pennsylvania","19120","East"
"CA-2016-101987","24/06/2016","30/06/2016","Standard Class","Richmond","Indiana","47374","Central"
